GA_ID,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
640104,6576.2,6576.2,6576.2,6576.2,6576.2,6576.2,6576.2,6576.2,6576.2,6576.2,6576.2,6576.2,6576.2,6576.2,6576.2,6576.2,6576.2,6576.2,6576.2,6576.2,6576.2,6576.2,6576.2,7102,6501,7103,8123,8429,8763,9345,9775,12884,7714,7835,8994,8197,8632,7529,7800
640521,,,,,,,,,,1462.7,1556,1809.5,1970.7,2238.6,,,,,,,,,,,,,,,,,,,,,,,,,
640324,,,,,,,,,,719.1,855,757.7,785.4,952.1,,,,,,,,,,,,,,,,,,,,,,,,,
640202,,,,,,,,,,,,,,,,,,,,,,,,,848,378,,,,,,,,,,,,,
640381,,,,,,,,,,1972.2,2474,2641.4,4913.5,3268.8,,,,,,,,,,,,,,,,,,,,,,,,,
640402,,,,,,,844.2,,,1643.4,1770,2008.5,2242.8,2315.5,,,,,,,,,,,,,,,,,,,,,,,,,
640122,833,833,833,833,833,833,833,991.8,1150.6,1309.4,1349,2654.7,1335,1600.5,1708.651667,1816.803333,1924.955,2033.106667,2141.258333,2249.41,2693.205,3137,2918,2877,3377,3557,3375,3661,3922,4274,4667,4972,5966,5924,4658,4613,4609,4616,4721
640205,,,,,,,,,,601.1,559,1187.2,566.2,852.2,,,,,,,,,,857,1156,1127,,,,,,,,,,,,,
640424,,,,,,,140,,,211.5,250,235,241,259,,,,,,,,,,,,,,,,,,,,,,,,,
640221,,,,,,,1110,,,1459.5,1772,2050.8,2130.8,2151.9,,,,,,,,,,4095,4017,4197,,,,,,,,,,,,,
640323,,,,,,,,,,762.6,1018,1100.7,1147.6,1198.2,,,,,,,,,,,,,,,,,,,,,,,,,
640425,,,,,,,150.4,,,529.2,359,463,573.4,840.3,,,,,,,,,,,,,,,,,,,,,,,,,
150102,5080,5080,5080,5080,5080,5080,5080,5080,5080,5080,5080,5080,5080,5080,5080,5080,5080,5080,5080,5080,5640,5910.24,6982.54,7453,7150.27,7559,7765.51,8430,8877.7,10486.6,12078.6,11835,13258,14802,14361,14825,14864,14864,14864
150124,122,122,122,122,122,122,122,122,122,122,122,122,122,122,161.2,196.3,209,220,239,263,260,332.82,398.2,444,497.5,671,731.6,823,872,892,908,973,1056,1120,1199,1219,1343,1343,1343
150202,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,660,764,569,2889.6,5210.2,7530.8,9851.4,12172,12028,11914,12432,12413,13555,14999,14573,14732,14496,14496,14496
150627,298.59,298.59,298.59,298.59,298.59,298.59,298.59,298.59,298.59,298.59,298.59,298.59,298.59,324,372.14,747.08,793.24,946,828,1177,1068,1129,1212,2149,2042,2086,3269,3985,11915,7730,7552,7333,5864,5818,5820,5728,5745,5745,5745
150802,2649,2649,2649,2649,2649,2649,2649,2649,2649,2649,2649,2649,2649,1787,1909.1,2162.83,2401.4,3340.8,3516,3763,3516.3,4336.34,4799.3,5435.3,5600,5842,7821,8159,8285.23,8987,9126,9545.65,9589,9653,9812,16683,16132,16132,16132
150927,865,865,865,865,865,865,865,865,865,865,865,865,865,865,980.5,1215,1215,1760,1034,1063,834,1112.4,1937,943,693,2700,3457,3512,3612,2068,2075,2850,2980,3051,4118,6270,6298,6298,6298
150125,992,992,992,992,992,992,992,992,992,992,992,992,992,992,1152.79,859,1103,1303,1293,1307,1405,1324,1425.22,1439,2042,2050,2081,2477,2104,2266,2292,2292,2358,2270,2901,3024,3026,3026,3026
150123,1665,1665,1665,1665,1665,1665,1665,1665,1665,1665,1665,1665,1665,1665,1697.8,1984,2048,2171,1941,2207,2169,2344.8,2500,2235,2179,2336,3085,4196,4228,4235,6863,7673,8690,12085,10640,11288,11425,11425,11425
150622,361.49,361.49,361.49,361.49,361.49,361.49,361.49,361.49,361.49,361.49,361.49,361.49,361.49,403.99,528.68,604.49,819.73,1002.71,1311,1588,1598,1419,1299,1490,2153,2562,2692,3097,3482,4076,3845,3244,3546,3689,3752,3725,3726,3726,3726
150624,605.73,605.73,605.73,605.73,605.73,605.73,605.73,605.73,605.73,605.73,605.73,605.73,605.73,777.27,599.38,1049.18,1452.92,452.25,493,509,547.17,573,559,521,597,609,747,710,737,753,790,825,901,930,892,897,905,905,905
150822,409,409,409,409,409,409,409,409,409,409,409,409,409,540,535,491.4,489.3,530,504,556,573.4,573.9,580.83,769.84,838,903,908,1014,1191.26,1195.85,1231,1232.35,1238,1392,2722,2912,3803,3803,3803
150222,838,838,838,838,838,838,838,838,838,838,838,838,838,838,2485,3190,3225,2979,3014,2818,2794,2460,3641,3820,4370,4492,5030,5653,5674,6240,6614,6781,7121,7548,7569,7710,7866,7866,7866
150821,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,2520,2520,4081,4200,4300,2530,2028,4378,4378,4773.29,5124,5144,5038,5362,5362.2,5362.2,5374,5376.2,5362,5238,4478,4396,4298,4298,4298
150825,125,125,125,125,125,125,125,125,125,125,125,125,125,125,364,446,687,786,816,844,872,914.37,984.54,1041,1093,1136,1169,1178,1187,1222,1328,1340,1360,1482,1557,1635,1684,1684,1684
150625,485,485,485,485,485,485,485,485,485,485,485,485,485,429,638.52,1037.39,1084.84,1096.89,1160,1499,1755,1760,2015,2232,2576,2613,2824,2903,3415,3636,4635,4669,4654,4722,5384,5523,5583,5583,5583
150823,6927,6927,6927,6927,6927,6927,6927,6927,6927,6927,6927,6927,6927,6856,6811,6885.9,6766.42,8117,8704,9232,9447.5,9457.8,9249.35,9478.39,10308,10886,11767,11863,11970.24,13309.98,13637,13680.72,13829,13876,13885,13944,9618,9618,9618
150824,3765,3765,3765,3765,3765,3765,3765,3765,3765,3765,3765,3765,3765,3765,3884,3011.9,2940.85,8131,3488,3387.62,3555.9,3615.4,3759.9,4128,4263,4772,5105,5283,5392,5436,5498,6322,6552,7747,8592,8965,9527,9527,9527
