GA_ID,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
411282,18199,18199,18199,18199,18199,18199,18199,18199,18199,18199,18199,23658,27002,32586,39286,41524,44191,38582,42639,41940,38437,35480,34703,32214,32865,33655,35854,37444,37707,37554,36271,36869,37869,38282,38090,38193,,,16529
411202,2238,2238,2238,2238,2238,2238,2238,2238,2238,2238,2238,2060,2064,2323,2469,2557,2816,2715,2592,2657,2755,2582,2730,2877,3134,3027,3068,3084,3315,3394,3414,3383,3523,3443,3443,3443,,,3105
410381,9765,9765,9765,9765,9765,10906,12047,13188,14328,15469,16610,17751,20545,24732,25118,25503,25889,27235,29339,30278,30339,30788,31273,31581,31593,32018,32585,32943,33253,33740,25266,28837,28837,28208,25065,25181,,,
410825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22894,23131,23278,23349,,,,
410182,28878,28878,28878,28878,28878,28878,28878,28878,28878,28878,28878,28878,28878,28878,28878,28878,28878,28878,28878,26783,29364,31576,30792,31371,31152,28270,28363,30496,29954,29654,29072,29954,30135,30182,30097,30040,,,27494
410823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50582,50782,54079,54064,,,,
410821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15473,15819,14065,14018,,,,
410822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36410,36544,29459,29482,,,,
410323,7085,7085,7085,7085,7085,7284,7483,7681,7879,8078,8276,8475,10255,14265,13990,13715,13440,10702,13082,12678,11646,11606,12366,14119,14411,14549,18319,18660,19371,20506,22182,22088,22101,21965,21855,22111,,,
610431,16893,16893,16893,16893,16893,16893,16893,16893,16893,16893,16893,16893,16893,16893,16893,16893,16893,16893,16893,16893,16767,16768,16781,16617,16770,17279,17787,17538,18634,16737,20933,25792,29694,28548,26703,26663,,,26615
610826,6427,6427,6427,6427,6427,6427,6427,6427,6427,6427,6427,6427,6427,6427,6427,6427,6427,5882,6945,5898,6165,5843,7306,8578,8324,8210,9017,9823,10204,14132,13216,14821,14854,14936,15013,14941,,,14870
610116,37854,37854,37854,37854,37854,37854,37854,37854,37854,37854,37854,37854,37854,37854,37854,37854,37854,37854,37854,37854,37854,37854,37854,38311,33060,31883,30706,29529,28352,28435,31140,33270,30456,30124,29920,27318,,,16026
610521,10128,10128,10128,10128,10128,10128,10128,10128,10128,10128,10128,10128,10128,10128,10128,10128,11692,13256,14820,16384,17948,16016,17178,15220,18462,20263,22064,23865,25666,26167,26394,26394,26544,26590,26694,26983,,,26968
610622,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,3000,2999,3461,3858,3746,3446,3837,3995,4000,2934,1974,2098,2737,2931,3344,3882,4060,4060,4060,4060,4060,,,
610202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610324,23008,23008,23008,23008,23008,23008,23008,23008,23008,23008,23008,23008,23008,23008,23008,23008,24731,26453,27297,27732,28166,30092,25861,12481,30676,32655,29394,32070,32864,36042,51407,52800,54736,52866,50924,50504,,,
610122,23357,23357,23357,23357,23357,23357,23357,23357,23357,23357,23357,23357,23357,23357,23357,23357,23357,23357,23357,23357,23357,23357,23357,24369,34088,34753,35418,36083,36748,35811,36292,36610,36350,36091,46013,15752,,,46737
610623,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3258,5069,9590,5641,4765,5901,5692,5509,2656,2639,2396,2216,2543,2523,2620,5162,6080,7526,7666,8247,8379,,,
610428,9076,9076,9076,9076,9076,9076,9076,9076,9076,9076,9076,9076,9076,9076,9076,9076,9076,9076,9076,9076,11009,9009,9132,9485,9612,9757,9901,10237,10511,11849,26065,30051,32460,34186,31389,32570,,,34064
610429,14557,14557,14557,14557,14557,14557,14557,14557,14557,14557,14557,14557,14557,14557,14557,14557,14557,14557,14557,14557,17885,17393,17457,17593,18122,17721,17320,19280,22366,54000,10520,19447,33448,28267,33440,33720,,,30012
610628,2557,2557,2557,2557,2557,2557,2557,2557,2557,2557,2557,2557,2557,2557,2557,3643,3892,3672,4187,4030,4652,4831,7143,7546,7961,9062,9259,9590,9818,9980,13775,13324,11138,11223,11897,11931,,,
610823,4631,4631,4631,4631,4631,4631,4631,4631,4631,4631,4631,4631,4631,4631,4631,4631,4631,6123,7187,7134,5897,4777,5634,5597,6330,6363,6399,9340,10516,4021,14630,14983,14993,11842,11881,11894,,,12430
610113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
