GA_ID
640323
150627
150622
150624
150625
150621
150602
150623
150626
610826
610623
610823
610821
610822
610626
610802
610829
610825
610828
610831
610824
610830
140926
141123
141102
141125
140602
141124
141127
140930
141128
140927
140929
140123
140931
140928
141122
140181
140932
621022
610827
140603
140925
140122
