GA_ID
419001
632123
632122
640423
640522
640422
640402
640424
640425
410882
410822
610622
610202
610428
610429
610628
610430
610222
610632
610627
610329
610630
610302
610602
610322
610631
610327
610527
610427
610621
610624
610328
610304
610581
610629
610524
610528
610526
610625
610525
610204
140502
141082
141181
140105
140121
140729
140431
140822
141121
141031
141129
141026
141022
141081
140702
141027
141030
140781
140826
141032
140727
141002
141130
140723
140725
141023
140827
140522
141025
140882
140726
141028
140825
141034
140824
140724
140521
140728
140581
141033
141024
141182
140823
141029
141021
141126
620102
620121
620122
620123
620402
620421
620422
620423
620503
620521
620522
620523
620524
620525
620622
620802
620821
620822
620823
620824
620825
620826
621002
621021
621023
621024
621025
621026
621027
621102
621121
621122
621123
621124
621125
621126
622901
622921
622922
622923
622924
622925
622926
622927
140428
620502
140524
