GA_ID
513233
513231
632321
632523
632324
630104
632623
632121
632221
632126
632322
632323
630122
632723
632624
632128
632522
630121
632525
632127
623021
623022
623025
623027
632521
632222
632224
620623
632524
632223
630123
632621
632626
632726
513232
623026
632625
513332
