GA_ID
410325
411221
410328
410102
411281
410883
411222
410181
410322
410311
410327
410329
411282
411202
410381
410825
410182
410823
410323
610431
610116
610521
610324
610122
610113
610402
610403
610326
610523
610582
610323
610125
610424
610502
610115
610423
610126
610114
610522
610425
610422
610426
611021
610481
140802
140821
140829
140881
140828
140830
370911
371624
370125
370124
370323
370921
370832
371621
370522
370322
370116
370923
370521
371725
370830
370983
370113
371521
371425
370982
371602
371728
371726
410184
410926
410728
410202
410725
410122
410727
410526
410726
410928
410927
410225
610124
610331
410324
411224
410183
410185
370503
